old_circuit_id,new_circuit_id,tipo,status,final_status,modem,plan,mac_address,city,latitude,longitude,state,terminal_id,created_at,terminated_at,new_tipo,GBytes_in,GBytes_out,GBytes_total,last_use,days_since_use,use_cat,provedor
AMSI001755,AMSF001024,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,,-8.811111450195312,-67.60305786132812,AM,FTB-020862,2022-07-03,2027-07-03,Povos Originários,,,,2024-10-29,2,Online,Viasat
AMSI001754,AMSF001023,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC33C7A0,Tabatinga,-4.070455551147461,-69.55415344238281,AM,FTB-020853,2022-07-02,2027-07-02,Povos Originários,332.0052838865668,47.374339712783694,379.37962359935045,2024-10-30,1,Online,SES
AMSI001752,AMSF001022,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC302582,Tabatinga,-4.2293477058410645,-69.94038391113281,AM,FTB-020766,2022-06-29,2027-06-29,Povos Originários,59.2209976920858,5.850900563411415,65.07189825549722,2024-10-31,0,Online,Hughesnet
AMSI001749,AMSF001019,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC342A3C,Tabatinga,-4.013803482055664,-69.46603393554688,AM,FTB-020841,2022-07-01,2027-07-01,Povos Originários,139.45195070374757,13.119650808162987,152.57160151191056,2024-10-22,9,Offline,Viasat
AMSI001762,AMSI001762,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC394C3C,Tabatinga,-4.231593132019043,-69.78846740722656,AM,FTB-020867,2022-07-04,2027-07-04,Povos Originários,,,,2024-10-27,4,Atenção,Viasat
AMSI001763,AMSF001040,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC65F6EC,Tapauá,-5.628459930419922,-63.18347930908203,AM,FTB-020136,2022-06-09,2027-06-09,Povos Originários,447.9149572486058,51.35085938964039,499.2658166382462,2024-10-31,0,Online,SES
AMSI001657,AMSF001090,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC34D384,Tonantins,-2.8734400272369385,-67.80249786376953,AM,FTB-021627,2022-07-29,2027-07-29,Povos Originários,,,,2024-10-25,6,Offline,SES
AMSI001655,AMSF001089,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC31FCAA,Tonantins,-2.754855155944824,-67.59959411621094,AM,FTB-021501,2022-07-26,2027-07-26,Povos Originários,,,,2024-10-21,10,Offline,SES
AMSI001650,AMSF001086,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC31B4DF,Tonantins,-2.7549943923950195,-67.59296417236328,AM,FTB-021519,2022-07-27,2027-07-27,Povos Originários,229.8341431403533,12.332026436924934,242.1661695772782,2024-10-23,8,Offline,Viasat
AMSI001659,AMSI001659,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC370174,Uarini,-3.031741142272949,-65.19297790527344,AM,FTB-020223,2022-06-12,2027-06-12,Povos Originários,,,,2024-10-30,1,Online,Hughesnet
AMSI001653,AMSI001653,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC407693,Tonantins,-2.7554619312286377,-67.5909194946289,AM,FTB-021517,2022-07-27,2027-07-27,Povos Originários,,,,2024-10-30,1,Online,SES
AMSI001649,AMSF001085,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC30497C,Tonantins,-2.772311210632324,-67.66263580322266,AM,FTB-021382,2022-07-23,2027-07-23,Povos Originários,525.0811233688146,95.82805495616049,620.9091783249751,2024-10-29,2,Online,Hughesnet
AMSI002051,AMSF001092,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC31E3B4,Tonantins,-2.764188051223755,-67.64114379882812,AM,FTB-021508,2022-07-27,2027-07-27,Povos Originários,555.9831360774115,83.58589993976057,639.569036017172,2024-10-21,10,Offline,Viasat
AMSI001384,AMSF000529,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCC3F890,,-1.8564399480819704,-65.58148956298828,AM,FTB-000715,2022-09-19,2027-09-19,Povos Originários,138.82375206239522,9.451569213531911,148.27532127592713,2024-10-24,7,Offline,SES
AMSI001298,AMSF000521,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200 (SB2+),00A0BC3E0D5B,Maraã,-1.8564399480819704,-65.58148956298828,AM,FTB-020851,2022-07-02,2027-07-02,Povos Originários,252.4338395828381,29.44278301205486,281.876622594893,2024-10-31,0,Online,Viasat
AMSI001296,AMSF000520,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200 (SB2+),00A0BC3796F1,Maraã,-1.8564399480819704,-65.58148956298828,AM,FTB-021779,2022-08-02,2027-08-02,Povos Originários,232.0969414683059,31.637106811627746,263.73404827993363,2024-10-23,8,Offline,SES
AMSI001271,AMSF000515,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB9A180,,-1.8564399480819704,-65.58148956298828,AM,FTB-000670,2022-09-18,2027-09-18,Povos Originários,34.21232229564339,2.293259779922664,36.50558207556605,2024-10-27,4,Atenção,SES
MASI001944,MASF000854,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC3A814F,Grajaú,-5.819469928741455,-46.139381408691406,MA,FTB-021270,2022-07-20,2027-07-20,Povos Originários,548.0696199797094,67.36618122924119,615.4358012089506,2024-10-27,4,Atenção,Viasat
MASI001921,MASF000850,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC729848,,-5.846871376037598,-45.58696365356445,MA,FTB-023243,2022-09-13,2027-09-13,Povos Originários,621.6570136100054,86.83520900458097,708.4922226145864,2024-10-22,9,Offline,Hughesnet
MASI001949,MASF000856,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCC3EC58,,-5.966296672821045,-45.69759368896485,MA,FTB-023242,2022-09-13,2027-09-13,Povos Originários,507.06261418759823,62.838699758052826,569.901313945651,2024-10-30,1,Online,Hughesnet
MASI002042,MASI002042,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Grajaú,-5.819469928741455,-46.139381408691406,MA,FTB-004593,2022-09-15,2027-09-15,Povos Originários,,,,2024-10-31,0,Online,SES
MASI002044,MASF001779,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,Grajaú,-5.84389591217041,-45.9709358215332,Maranhão,FTB-023304,2022-09-14,2027-09-14,Povos Originários,,,,2024-10-30,1,Online,SES
PASI002890,PASF002119,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA49D8C,Bom Jesus Do Tocantins,-5.188141822814941,-48.98922729492188,PA,FTB-021015,2022-07-10,2027-07-10,Povos Originários,,,,2024-10-31,0,Online,Hughesnet
TOSI000297,TOSF000140,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA50770,,-6.175007343292236,-47.48155212402344,TO,FTB-023092,2022-09-08,2027-09-08,Povos Originários,384.1719236448407,45.03654664754868,429.2084702923894,2024-10-27,4,Atenção,Viasat
TOSI000296,TOSF000139,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB9E710,,-6.152933120727539,-47.49431228637695,TO,FTB-023091,2022-09-08,2027-09-08,Povos Originários,277.5341955991462,26.35375101864338,303.8879466177896,2024-10-25,6,Offline,Viasat
AMSI002423,AMSF000052,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB89694,,-0.2311110943555832,-69.57250213623047,AM,FTB-022193,2022-08-15,2027-08-15,Povos Originários,,,,2024-10-30,1,Online,Viasat
ACSI000632,ACSI000632,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC33DF0D,Feijó,-8.164460182189941,-70.35452270507812,AC,FTB-021621,2022-07-28,2027-07-28,Povos Originários,,,,2024-10-29,2,Online,Viasat
AMSI002154,AMSF000406,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC26453E,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022102,2022-08-11,2027-08-11,Povos Originários,583.4496304513887,36.851232825778425,620.3008632771671,2024-10-31,0,Online,Hughesnet
AMSI002155,AMSF000407,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC419425,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022101,2022-08-11,2027-08-11,Povos Originários,284.1773012550548,23.79590473510325,307.973205990158,2024-10-29,2,Online,Hughesnet
AMSI002156,AMSI002156,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC41BABE,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022106,2022-08-11,2027-08-11,Povos Originários,,,,2024-10-30,1,Online,Hughesnet
AMSI002160,AMSF000600,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC520D8C,Lábrea,-7.259459972381592,-64.79849243164062,AM,FTB-010134,2022-09-27,2027-09-27,Povos Originários,32.416943662799895,1.725069378502667,34.14201304130256,2024-10-29,2,Online,Hughesnet
AMSI002152,AMSI002152,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC4ACE04,Beruri,-3.898449897766113,-61.37347030639648,AM,FTB-022526,2022-08-24,2027-08-24,Povos Originários,,,,2024-10-31,0,Online,Hughesnet
AMSI002153,AMSI002153,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3135B4,Humaitá,-7.506460189819336,-63.021480560302734,AM,FTB-022347,2022-08-19,2027-08-19,Povos Originários,0.0,0.0,0.0,2024-10-31,0,Online,Hughesnet
AMSI002157,AMSF001100,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB96B48,Uarini,-3.0165910720825195,-65.06461334228516,AM,FTB-022425,2022-08-22,2027-08-22,Povos Originários,32.303239895030856,1.4781981725245714,33.78143806755543,2024-10-21,10,Offline,Hughesnet
AMSI002159,AMSF001110,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB98418,Urucará,-1.5540870428085327,-58.512203216552734,AM,FTB-022709,2022-08-27,2027-08-27,Povos Originários,139.13472505193204,10.24318420421332,149.37790925614536,2024-10-30,1,Online,SES
AMSI002161,AMSI002161,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC31DC21,Manaquiri,-3.428450107574463,-60.459468841552734,AM,FTB-023249,2022-09-13,2027-09-13,Povos Originários,,,,2024-10-31,0,Online,Viasat
AMSI002162,AMSF000408,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC36ECEB,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022148,2022-08-12,2027-08-12,Povos Originários,138.19928395748138,11.609813468530774,149.80909742601216,2024-10-31,0,Online,Hughesnet
AMSI002191,AMSF001081,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD6750,,-3.648443937301636,-64.52699279785156,AM,FTB-022280,2022-08-18,2027-08-18,Povos Originários,27.71873535681516,1.4940079217776656,29.212743278592825,2024-10-28,3,Online,SES
AMSI002195,AMSF000233,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB1DA38,Boca do Acre,-8.756508827209473,-67.23189544677734,AM,FTB-022811,2022-08-30,2027-08-30,Povos Originários,123.19822931289671,8.345217634923756,131.54344694782048,2024-10-29,2,Online,SES
AMSI002202,AMSF000462,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC6DECA8,Manicoré,-5.600277900695801,-60.9900016784668,AM,FTB-006116,2022-09-26,2027-09-26,Povos Originários,219.153037423268,16.716509236954153,235.8695466602221,2024-10-30,1,Online,Viasat
AMSI002224,AMSF000777,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB84FA4,São Gabriel da Cachoeira,-0.1304299980401992,-67.0895004272461,AM,FTB-022099,2022-08-11,2027-08-11,Povos Originários,117.88284889236093,16.260215079411864,134.1430639717728,2024-10-24,7,Offline,Viasat
AMSI002228,AMSF000050,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BCDA6684,,0.3880555629730224,-66.64971923828125,AM,FTB-021712,2022-07-31,2027-07-31,Povos Originários,0.1359436437487602,0.015244941227138,0.1511885849758982,2024-10-31,0,Online,SES
AMSI002241,AMSI002241,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3C1C2B,Lábrea,-7.259459972381592,-64.79849243164062,AM,FTB-022933,2022-09-01,2027-09-01,Povos Originários,0.0268742339685559,0.0205692965537309,0.0474435305222868,2024-10-26,5,Atenção,Viasat
AMSI002272,AMSI002272,indigena,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Jutaí,-2.7474400997161865,-66.76750183105469,AM,FTB-007700,2022-09-23,2027-09-23,Povos Originários,,,,2024-10-30,1,Online,Hughesnet
AMSI002308,AMSF001094,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC4BBEF0,Tonantins,-2.8734400272369385,-67.80249786376953,AM,FTB-022799,2022-08-30,2027-08-30,Povos Originários,10.834551034495234,1.250625677406788,12.085176711902022,2024-10-31,0,Online,Hughesnet
AMSI002309,AMSF000051,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BCAD6000,,0.2322222143411636,-66.6683349609375,AM,FTB-021713,2022-07-31,2027-07-31,Povos Originários,357.5803321963176,28.63587834872305,386.2162105450407,2024-10-28,3,Online,Hughesnet
AMSI002305,AMSI002305,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Parintins,-2.6284499168396,-56.7364501953125,AM,FTB-007638,2022-09-21,2027-09-21,Povos Originários,,,,2024-10-31,0,Online,Hughesnet
AMSI002354,AMSF000778,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB9B240,São Gabriel da Cachoeira,-0.1304299980401992,-67.0895004272461,AM,FTB-021551,2022-07-27,2027-07-27,Povos Originários,3.5403643110767007,0.219701662659645,3.7600659737363458,2024-10-27,4,Atenção,Hughesnet
AMSI002370,AMSI002370,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-002382,2022-09-20,2027-09-20,Povos Originários,,,,2024-10-28,3,Online,SES
AMSI002375,AMSF000078,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC527118,Alvarães,-3.2019450664520264,-64.855224609375,AM,FTB-022513,2022-08-24,2027-08-24,Povos Originários,302.50932219438255,21.701650687493384,324.21097288187593,2024-10-22,9,Offline,Viasat
AMSI002355,AMSI002355,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Parintins,-2.6284499168396,-56.7364501953125,AM,FTB-004964,2022-09-21,2027-09-21,Povos Originários,,,,2024-10-29,2,Online,Hughesnet
AMSI002376,AMSF000291,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA7B028,Careiro da Várzea,-3.353005886077881,-59.35736083984375,AM,FTB-023299,2022-09-14,2027-09-14,Povos Originários,2.4469565134495497,0.1066928189247846,2.5536493323743343,2024-10-29,2,Online,SES
AMSI002377,AMSF000292,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC52620C,Careiro da Várzea,-3.3543701171875,-59.32489776611328,AM,FTB-023231,2022-09-13,2027-09-13,Povos Originários,28.00379206333309,4.365877589210868,32.36966965254396,2024-10-29,2,Online,Viasat
AMSI002381,AMSI002381,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3654C9,Autazes,-3.5804500579833984,-59.1314582824707,AM,FTB-023133,2022-09-09,2027-09-09,Povos Originários,,,,2024-10-28,3,Online,Viasat
AMSI002394,AMSF000295,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,,-10.751667022705078,-38.64055633544922,AM,FTB-023298,2022-09-14,2027-09-14,Povos Originários,,,,2024-10-25,6,Offline,Viasat
AMSI002411,AMSF000331,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC6A29DC,Manacapuru,-3.164933681488037,-60.43601989746094,AM,FTB-024371,2022-09-28,2027-09-28,Povos Originários,61.52531530149281,4.900255074724555,66.42557037621737,2024-10-29,2,Online,Viasat
RRSI000603,RRSI000603,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3B16FF,Bonfim,3.359580039978028,-59.83346939086914,RR,FTB-021203,2022-07-19,2027-07-19,Povos Originários,,,,2024-10-26,5,Atenção,SES
RRSI000601,RRSI000601,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC446151,Alto Alegre,2.9795799255371094,-61.2924690246582,RR,FTB-022570,2022-08-25,2027-08-25,Povos Originários,,,,2024-10-27,4,Atenção,SES
RRSI000602,RRSF000026,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA51994,Alto Alegre,3.3738889694213867,-61.15361022949219,RR,FTB-022644,2022-08-26,2027-08-26,Povos Originários,31.998100619763136,2.252049885690212,34.25015050545335,2024-10-28,3,Online,Viasat
RRSI000604,RRSF000159,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC722398,,4.532221794128418,-60.46666717529297,RR,FTB-022808,2022-08-30,2027-08-30,Povos Originários,556.1269492451102,62.50421628262848,618.6311655277386,2024-10-29,2,Online,Viasat
RRSI000605,RRSF000110,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA8B584,,2.703739881515503,-60.5203857421875,RR,FTB-023200,2022-09-12,2027-09-12,Povos Originários,184.22749701701105,21.663620233535767,205.8911172505468,2024-10-25,6,Offline,SES
RRSI000606,RRSI000606,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC49AF11,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-023138,2022-09-09,2027-09-09,Povos Originários,,,,2024-10-26,5,Atenção,Viasat
RRSI000607,RRSI000607,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC345FF0,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-022866,2022-08-31,2027-08-31,Povos Originários,,,,2024-10-31,0,Online,SES
RRSI000608,RRSF000160,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC89A9D8,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-023087,2022-09-08,2027-09-08,Povos Originários,66.51429038774222,2.769407068379224,69.28369745612144,2024-10-29,2,Online,Hughesnet
RRSI000609,RRSF000161,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB8C44C,,3.8455560207366943,-59.78889083862305,RR,FTB-023086,2022-09-08,2027-09-08,Povos Originários,228.3196690455079,13.933004046790302,242.2526730922982,2024-10-30,1,Online,Viasat
RRSI000611,RRSF000028,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCBE6FAC,Alto Alegre,3.2894439697265625,-61.38888931274414,RR,FTB-022643,2022-08-26,2027-08-26,Povos Originários,6.8092310577631,0.5913845729082823,7.400615630671382,2024-10-28,3,Online,Hughesnet
RRSI000612,RRSI000612,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3B5FCA,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-022758,2022-08-29,2027-08-29,Povos Originários,,,,2024-10-31,0,Online,Viasat
RRSI000613,RRSF000027,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD74A0,Alto Alegre,3.313333034515381,-61.09027862548828,RR,FTB-022571,2022-08-25,2027-08-25,Povos Originários,195.4120172504336,17.870746723376215,213.2827639738097,2024-10-31,0,Online,SES
MSSI000341,MSSF000017,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC61F188,Porto Murtinho,-21.699512481689453,-57.88349151611328,MS,FTB-020929,2022-07-06,2027-07-06,Povos Originários,33.5857097459957,2.5859545283019543,36.171664274297655,2024-10-22,9,Offline,Viasat
BASI003970,BASF000087,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC97C678,Belmonte,-15.863530158996582,-38.883338928222656,BA,FTB-021919,2022-08-05,2027-08-05,Povos Originários,492.9988171039149,32.46725151501596,525.4660686189309,2024-10-26,5,Atenção,Viasat
PASI002468,PASF001392,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD5C44,Capitão Poço,-1.7454500198364258,-47.065391540527344,PA,FTB-021443,2022-07-25,2027-07-25,Povos Originários,2.3469328880310059e-07,0.0,2.3469328880310059e-07,2024-10-28,3,Online,Viasat
BASI002329,BASF001443,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCAE2D58,Cotegipe,-12.02851104736328,-44.25838088989258,BA,FTB-021310,2022-07-21,2027-07-21,Povos Originários,31.47009891550988,2.13367657456547,33.60377549007535,2024-10-30,1,Online,Viasat
ALSI001173,ALSF000423,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCBB0020,Feira Grande,-9.898715019226074,-36.706180572509766,Alagoas,FTB-021480,2022-07-26,2027-07-26,Povos Originários,,,,2024-10-29,2,Online,Viasat
PASI002888,PASF000747,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC9EE9F4,Bom Jesus do Tocantins,-5.051459789276123,-48.60940170288086,PA,FTB-021662,2022-07-29,2027-07-29,Povos Originários,10.91479644458741,1.3441389026120305,12.25893534719944,2024-10-30,1,Online,Viasat
PASI002889,PASF000748,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC9EF888,Bom Jesus do Tocantins,-5.051459789276123,-48.60940170288086,PA,FTB-021661,2022-07-29,2027-07-29,Povos Originários,,,,2024-10-22,9,Offline,Hughesnet
PASI002167,PASI002167,indigena,Other Providers,Terminated,SB2PLUSMODEM,0017-Telebras SB2+ - 10Mbps,NOT_AVAILABLE,Paragominas,-2.995450019836426,-47.35338973999024,PA,FTB-004521,2022-09-20,2027-09-20,Povos Originários,,,,2024-10-28,3,Online,Viasat
PASI002952,PASF001142,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD7A6C,Paragominas,-3.28244423866272,-48.40582275390625,PA,FTB-003929,2022-09-19,2027-09-19,Povos Originários,211.64292078465223,21.92234645411372,233.56526723876595,2024-10-30,1,Online,Viasat
BASI003475,BASI003475,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC34640A,Belmonte,-15.863530158996582,-38.883338928222656,BA,FTB-022500,2022-08-23,2027-08-23,Povos Originários,,,,2024-10-25,6,Offline,Viasat
TOSI000333,TOSF000021,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCA21988,Tocantínia,-9.56449031829834,-48.37739944458008,TO,FTB-022914,2022-08-31,2027-08-31,Povos Originários,218.8743196390569,13.153638130053878,232.0279577691108,2024-10-31,0,Online,Hughesnet
TOSI000332,TOSF000013,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BCA50B90,Itacajá,-8.39247989654541,-47.76839828491211,TO,FTB-024356,2022-09-28,2027-09-28,Povos Originários,643.1695833839476,65.28244389314204,708.4520272770897,2024-10-23,8,Offline,Viasat
TOSI000273,TOSF000005,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC97D788,Goiatins,-8.415057182312012,-47.52354431152344,TO,FTB-022739,2022-08-28,2027-08-28,Povos Originários,412.74732231348753,24.65074794460088,437.3980702580884,2024-10-26,5,Atenção,SES
TOSI000295,TOSF000188,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC8E5E5C,Santa Fé do Araguaia,-7.14971923828125,-49.18333435058594,TO,FTB-022656,2022-08-26,2027-08-26,Povos Originários,,,,2024-10-28,3,Online,Hughesnet
ALSI001195,ALSF000353,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BCA7AE1C,Joaquim Gomes,-9.133500099182127,-35.74831008911133,AL,FTB-023555,2022-09-19,2027-09-19,Povos Originários,121.79626019764692,13.885997714474795,135.6822579121217,2024-10-31,0,Online,SES
PESI001081,PESF000034,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB1AFA0,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022337,2022-08-19,2027-08-19,Povos Originários,,,,2024-10-31,0,Online,Hughesnet
PESI001197,PESI001197,indigena,Will Not Migrate,Bloqueados,SB2PLUSMODEM,0017-Telebras SB2+ - 10Mbps,00A0BC94C5A8,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022352,2022-08-19,2027-08-19,Povos Originários,,,,2024-10-17,14,Offline,Hughesnet
PESI001195,PESF000036,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCA2076C,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022356,2022-08-19,2027-08-19,Povos Originários,10.191554403863847,1.24247095733881,11.434025361202655,2024-10-30,1,Online,SES
PESI001086,PESF000035,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCA1B630,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022375,2022-08-19,2027-08-19,Povos Originários,125.5109992697835,10.716697470284998,136.2276967400685,2024-10-30,1,Online,Viasat
PESI001090,PESI001090,indigena,Will Not Migrate,Terminated,SB2PLUSMODEM,0017-Telebras SB2+ - 10Mbps,NOT_AVAILABLE,Buíque,-8.623499870300293,-37.15631866455078,PE,FTB-005534,2022-09-21,2027-09-21,Povos Originários,,,,2024-10-28,3,Online,Hughesnet
PESI001103,PESF000177,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB6CB20,Pesqueira,-8.358489990234375,-36.696319580078125,PE,FTB-024537,2022-09-29,2027-09-29,Povos Originários,30.892810923978686,8.18570699263364,39.07851791661233,2024-10-26,5,Atenção,SES
TOSI000335,TOSF000022,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC941700,Tocantínia,-9.56449031829834,-48.37739944458008,TO,FTB-022863,2022-08-30,2027-08-30,Povos Originários,480.8058097716421,56.05569632351399,536.8615060951561,2024-10-25,6,Offline,Viasat
TOSI000336,TOSF000023,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB7B4E0,Tocantínia,-9.56449031829834,-48.37739944458008,TO,FTB-024677,2022-10-04,2027-10-04,Povos Originários,479.90810965560377,57.66687776148319,537.574987417087,2024-10-29,2,Online,Viasat
